	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1805.ENSMUSG00000034673	chr17	34727401	34728199	799	*	31	1805	ENSMUSG00000034673	34728211	34728437	+	upstream	-411	12	NearestLocation
X1806.ENSMUSG00000034254	chr17	34741201	34743399	2199	*	71	1806	ENSMUSG00000034254	34742806	34743116	+	includeFeature	-506	283	NearestLocation
X1806.ENSMUSG00000015478	chr17	34741201	34743399	2199	*	71	1806	ENSMUSG00000015478	34740279	34740635	-	upstream	-1665	566	Overlapping
X1807.ENSMUSG00000007035	chr17	35184401	35190799	6399	*	189	1807	ENSMUSG00000007035	35183176	35183487	-	upstream	-4113	914	Overlapping
X1807.ENSMUSG00000007041	chr17	35184401	35190799	6399	*	189	1807	ENSMUSG00000007041	35186911	35187431	+	includeFeature	689	2510	NearestLocation
X1808.ENSMUSG00000024392	chr17	35271201	35274399	3199	*	83	1808	ENSMUSG00000024392	35272123	35272416	+	includeFeature	677	922	NearestLocation
X1809.ENSMUSG00000042419	chr17	35372401	35374399	1999	*	74	1809	ENSMUSG00000042419	35372595	35372737	-	includeFeature	-663	194	NearestLocation
X1809.ENSMUSG00000024403	chr17	35372401	35374399	1999	*	74	1809	ENSMUSG00000024403	35372033	35372203	+	downstream	1367	198	Overlapping
X1810.ENSMUSG00000024406	chr17	35640201	35642799	2599	*	64	1810	ENSMUSG00000024406	35642982	35643428	+	upstream	-1482	183	NearestLocation
X1811.ENSMUSG00000039518	chr17	35686001	35686799	799	*	28	1811	ENSMUSG00000039518	35689073	35689230	+	upstream	-2673	2274	NearestLocation
X1812.ENSMUSG00000090509	chr17	35733801	35734999	1199	*	49	1812	ENSMUSG00000090509	35738494	35738726	+	upstream	-4094	3495	NearestLocation
X1813.ENSMUSG00000003534	chr17	35834401	35836999	2599	*	95	1813	ENSMUSG00000003534	35837376	35837497	-	downstream	1797	377	NearestLocation
X1814.ENSMUSG00000034595	chr17	36002201	36004599	2399	*	82	1814	ENSMUSG00000034595	36002538	36002639	+	includeFeature	862	337	NearestLocation
X1815.ENSMUSG00000024436	chr17	36053601	36056199	2599	*	81	1815	ENSMUSG00000024436	36053237	36053334	-	upstream	-1566	267	Overlapping
X1815.ENSMUSG00000039220	chr17	36053601	36056199	2599	*	81	1815	ENSMUSG00000039220	36053511	36053543	+	downstream	1389	58	NearestLocation
X1816.ENSMUSG00000045409	chr17	36409801	36410399	599	*	32	1816	ENSMUSG00000045409	36405554	36405697	-	upstream	-4403	4104	NearestLocation
X1817.ENSMUSG00000050747	chr17	36994401	36994799	399	*	27	1817	ENSMUSG00000050747	37003681	37003691	-	downstream	9091	8882	NearestLocation
X1818.ENSMUSG00000024462	chr17	37182401	37184999	2599	*	53	1818	ENSMUSG00000024462	37182965	37183234	+	includeFeature	735	564	NearestLocation
X1819.ENSMUSG00000023919	chr17	41472001	41473399	1399	*	36	1819	ENSMUSG00000023919	41071332	41071996	-	upstream	-400704	400005	NearestLocation
X1820.ENSMUSG00000012296	chr17	46415801	46419999	4199	*	101	1820	ENSMUSG00000012296	46419909	46419962	-	includeFeature	2062	37	NearestLocation
X1821.ENSMUSG00000015605	chr17	46691601	46692399	799	*	31	1821	ENSMUSG00000015605	46692277	46693111	-	overlapEnd	1111	122	NearestLocation
X1822.ENSMUSG00000023972	chr17	46741401	46741999	599	*	26	1822	ENSMUSG00000023972	46766217	46766453	-	downstream	24753	24218	NearestLocation
X1823.ENSMUSG00000023972	chr17	46755601	46756599	999	*	38	1823	ENSMUSG00000023972	46766217	46766453	-	downstream	10353	9618	NearestLocation
X1824.ENSMUSG00000038545	chr17	46786001	46789399	3399	*	88	1824	ENSMUSG00000038545	46788372	46788967	+	includeFeature	-672	432	NearestLocation
X1825.ENSMUSG00000036568	chr17	46991401	46995999	4599	*	106	1825	ENSMUSG00000036568	46967900	46968362	-	upstream	-25338	23039	NearestLocation
X1826.ENSMUSG00000023984	chr17	47766801	47768599	1799	*	83	1826	ENSMUSG00000023984	47748562	47748641	+	downstream	19138	18160	NearestLocation
X1827.ENSMUSG00000023991	chr17	48025601	48027199	1599	*	45	1827	ENSMUSG00000023991	48061155	48061594	-	downstream	35194	33956	NearestLocation
X1828.ENSMUSG00000064120	chr17	49507401	49507799	399	*	25	1828	ENSMUSG00000064120	49567767	49567889	+	upstream	-60167	59968	NearestLocation
X1829.ENSMUSG00000023943	chr17	54115401	54116999	1599	*	37	1829	ENSMUSG00000023943	54129840	54129999	-	downstream	13799	12841	NearestLocation
X1830.ENSMUSG00000019578	chr17	56197001	56198599	1599	*	34	1830	ENSMUSG00000019578	56214259	56214451	-	downstream	16651	15660	NearestLocation
X1831.ENSMUSG00000019578	chr17	56212801	56214799	1999	*	55	1831	ENSMUSG00000019578	56214259	56214451	-	includeFeature	651	348	NearestLocation
X1832.ENSMUSG00000047123	chr17	56409401	56410799	1399	*	34	1832	ENSMUSG00000047123	56416117	56416209	-	downstream	6109	5318	NearestLocation
X1833.ENSMUSG00000057863	chr17	56755201	56756999	1799	*	42	1833	ENSMUSG00000057863	56752818	56752871	+	downstream	3282	2330	NearestLocation
X1834.ENSMUSG00000054723	chr17	56857201	56858199	999	*	33	1834	ENSMUSG00000054723	56857021	56857122	-	upstream	-578	79	Overlapping
X1834.ENSMUSG00000002379	chr17	56857201	56858199	999	*	33	1834	ENSMUSG00000002379	56857185	56857365	+	overlapEnd	515	16	NearestLocation
X1835.ENSMUSG00000007603	chr17	56903401	56904599	1199	*	44	1835	ENSMUSG00000007603	56904174	56904364	+	includeFeature	-174	235	NearestLocation
X1836.ENSMUSG00000004730	chr17	57465801	57466999	1199	*	46	1836	ENSMUSG00000004730	57498109	57498179	+	upstream	-31709	31110	NearestLocation
X1837.ENSMUSG00000071052	chr17	58375601	58376399	799	*	28	1837	ENSMUSG00000071052	57977850	57978656	-	upstream	-397344	396945	NearestLocation
X1838.ENSMUSG00000024083	chr17	64673801	64674399	599	*	24	1838	ENSMUSG00000024083	64681136	64681256	-	downstream	7156	6737	NearestLocation
X1839.ENSMUSG00000024088	chr17	65483801	65485599	1799	*	42	1839	ENSMUSG00000024088	65185278	65185411	-	upstream	-299289	298390	NearestLocation
X1840.ENSMUSG00000073376	chr17	66599001	66599999	999	*	44	1840	ENSMUSG00000073376	66668681	66668886	-	downstream	69386	68682	NearestLocation
X1841.ENSMUSG00000052105	chr17	66828001	66833199	5199	*	155	1841	ENSMUSG00000052105	66797657	66799090	-	upstream	-31510	28911	NearestLocation
X1842.ENSMUSG00000055471	chr17	72882201	72882799	599	*	26	1842	ENSMUSG00000055471	72952368	72953049	-	downstream	70549	69569	NearestLocation
X1843.ENSMUSG00000058704	chr17	74609001	74610999	1999	*	49	1843	ENSMUSG00000058704	74694032	74694223	-	downstream	84223	83033	NearestLocation
X1844.ENSMUSG00000024073	chr17	74925401	74927399	1999	*	63	1844	ENSMUSG00000024073	74927635	74928141	+	upstream	-1235	236	NearestLocation
X1845.ENSMUSG00000001870	chr17	75520401	75521999	1599	*	42	1845	ENSMUSG00000001870	75404908	75405701	+	downstream	116292	114700	NearestLocation
X1846.ENSMUSG00000024079	chr17	79267601	79269999	2399	*	60	1846	ENSMUSG00000024079	79281740	79281913	-	downstream	13113	11741	NearestLocation
X1847.ENSMUSG00000024246	chr17	81418401	81419199	799	*	26	1847	ENSMUSG00000024246	81464275	81464425	-	downstream	45625	45076	NearestLocation
X1848.ENSMUSG00000061242	chr17	83671601	83673599	1999	*	51	1848	ENSMUSG00000061242	83687886	83688368	+	upstream	-15286	14287	NearestLocation
X1849.ENSMUSG00000032624	chr17	83802001	83802999	999	*	35	1849	ENSMUSG00000032624	83750271	83750579	+	downstream	52229	51422	NearestLocation
X1850.ENSMUSG00000024248	chr17	83926201	83927399	1199	*	50	1850	ENSMUSG00000024248	83913544	83913673	-	upstream	-13127	12528	NearestLocation
X1851.ENSMUSG00000045817	chr17	84580201	84581599	1399	*	62	1851	ENSMUSG00000045817	84586984	84587287	-	downstream	6387	5385	NearestLocation
X1852.ENSMUSG00000024251	chr17	84766001	84767399	1399	*	34	1852	ENSMUSG00000024251	84865434	84865536	-	downstream	98836	98035	NearestLocation
X1853.ENSMUSG00000024135	chr17	86539401	86539999	599	*	29	1853	ENSMUSG00000024135	86544461	86544515	-	downstream	4815	4462	NearestLocation
X1854.ENSMUSG00000024146	chr17	87436801	87438399	1599	*	39	1854	ENSMUSG00000024146	87424890	87425015	+	downstream	12710	11786	NearestLocation
X1855.ENSMUSG00000050138	chr17	88243601	88244999	1399	*	65	1855	ENSMUSG00000050138	88196404	88197334	-	upstream	-46966	46267	NearestLocation
X1856.ENSMUSG00000005370	chr17	88351801	88355799	3999	*	172	1856	ENSMUSG00000005370	88374390	88374745	+	upstream	-20590	18591	NearestLocation
X1857.ENSMUSG00000034709	chr17	88951601	88952999	1399	*	41	1857	ENSMUSG00000034709	88929464	88929658	+	downstream	22836	21943	NearestLocation
X1858.ENSMUSG00000024234	chr18	4403001	4406399	3399	*	74	1858	ENSMUSG00000024234	4375590	4375776	+	downstream	29110	27225	NearestLocation
X1859.ENSMUSG00000073640	chr18	6392001	6393799	1799	*	38	1859	ENSMUSG00000073640	6332588	6333062	+	downstream	60312	58939	NearestLocation
X1860.ENSMUSG00000073639	chr18	6787601	6788199	599	*	26	1860	ENSMUSG00000073639	6765198	6765330	+	downstream	22702	22271	NearestLocation
X1861.ENSMUSG00000047879	chr18	10027601	10029999	2399	*	67	1861	ENSMUSG00000047879	10029911	10030139	-	overlapEnd	1339	88	NearestLocation
X1862.ENSMUSG00000071868	chr18	10333401	10333999	599	*	31	1862	ENSMUSG00000071868	10482680	10483544	-	downstream	149844	148681	NearestLocation
X1863.ENSMUSG00000005836	chr18	11416201	11417399	1199	*	46	1863	ENSMUSG00000005836	11052508	11052741	+	downstream	364292	363460	NearestLocation
X1864.ENSMUSG00000024421	chr18	12531801	12532799	999	*	54	1864	ENSMUSG00000024421	12492533	12492817	+	downstream	39767	38984	NearestLocation
X1865.ENSMUSG00000024423	chr18	13130401	13131399	999	*	31	1865	ENSMUSG00000024423	13130761	13130881	+	includeFeature	139	360	NearestLocation
X1866.ENSMUSG00000024420	chr18	14128601	14131199	2599	*	51	1866	ENSMUSG00000024420	14131010	14131242	-	overlapEnd	1342	43	NearestLocation
X1867.ENSMUSG00000036225	chr18	15105201	15106599	1399	*	33	1867	ENSMUSG00000036225	15166676	15166681	-	downstream	60781	60077	NearestLocation
X1868.ENSMUSG00000036225	chr18	15136001	15136999	999	*	29	1868	ENSMUSG00000036225	15166676	15166681	-	downstream	30181	29677	NearestLocation
X1869.ENSMUSG00000024304	chr18	17341601	17341999	399	*	33	1869	ENSMUSG00000024304	16966844	16967755	-	upstream	-374045	373846	NearestLocation
X1870.ENSMUSG00000024304	chr18	17797601	17798199	599	*	25	1870	ENSMUSG00000024304	16966844	16967755	-	upstream	-830145	829846	NearestLocation
X1871.ENSMUSG00000091449	chr18	20871801	20872799	999	*	31	1871	ENSMUSG00000091449	20841060	20841504	-	upstream	-30796	30297	NearestLocation
X1872.ENSMUSG00000045215	chr18	22596201	22597399	1199	*	36	1872	ENSMUSG00000045215	22503590	22503667	+	downstream	93210	92534	NearestLocation
X1873.ENSMUSG00000033632	chr18	25547801	25549199	1399	*	31	1873	ENSMUSG00000033632	25327500	25327587	+	downstream	221000	220214	NearestLocation
X1874.ENSMUSG00000033628	chr18	29027601	29027999	399	*	21	1874	ENSMUSG00000033628	30432581	30432672	+	upstream	-1404781	1404582	NearestLocation
X1875.ENSMUSG00000033628	chr18	29854401	29855999	1599	*	41	1875	ENSMUSG00000033628	30432581	30432672	+	upstream	-577381	576582	NearestLocation
X1876.ENSMUSG00000024376	chr18	34106401	34107599	1199	*	42	1876	ENSMUSG00000024376	34166423	34166860	-	downstream	59860	58824	NearestLocation
X1877.ENSMUSG00000024376	chr18	34110001	34110799	799	*	25	1877	ENSMUSG00000024376	34166423	34166860	-	downstream	56460	55624	NearestLocation
X1878.ENSMUSG00000005871	chr18	34414601	34414999	399	*	20	1878	ENSMUSG00000005871	34380906	34380930	+	downstream	33894	33671	NearestLocation
X1879.ENSMUSG00000034300	chr18	34918601	34919999	1399	*	53	1879	ENSMUSG00000034300	34918560	34918798	+	overlapEnd	740	41	NearestLocation
X1880.ENSMUSG00000024347	chr18	36078801	36079799	999	*	48	1880	ENSMUSG00000024347	36124756	36124873	+	upstream	-45456	44957	NearestLocation
X1881.ENSMUSG00000001379	chr18	36837401	36838599	1199	*	35	1881	ENSMUSG00000001379	36838651	36839020	-	downstream	1020	52	NearestLocation
X1881.ENSMUSG00000033272	chr18	36837401	36838599	1199	*	35	1881	ENSMUSG00000033272	36839233	36839277	+	upstream	-1233	634	Overlapping
X1882.ENSMUSG00000051663	chr18	37355201	37355799	599	*	35	1882	ENSMUSG00000051663	37424652	37427108	+	upstream	-69152	68853	NearestLocation
X1883.ENSMUSG00000024456	chr18	37984401	37986599	2199	*	88	1883	ENSMUSG00000024456	38094856	38095130	-	downstream	109630	108257	NearestLocation
X1884.ENSMUSG00000073576	chr18	38796401	38797199	799	*	35	1884	ENSMUSG00000073576	38761188	38761351	+	downstream	35612	35050	NearestLocation
X1885.ENSMUSG00000024487	chr18	40206201	40206999	799	*	32	1885	ENSMUSG00000024487	40378882	40379053	-	downstream	172453	171883	NearestLocation
X1886.ENSMUSG00000024500	chr18	43190801	43191799	999	*	28	1886	ENSMUSG00000024500	43218816	43219125	-	downstream	27825	27017	NearestLocation
X1887.ENSMUSG00000019647	chr18	47527201	47527999	799	*	42	1887	ENSMUSG00000019647	47440774	47440849	-	upstream	-86751	86352	NearestLocation
X1888.ENSMUSG00000024505	chr18	49758401	49760199	1799	*	41	1888	ENSMUSG00000024505	49914975	49915255	-	downstream	155955	154776	NearestLocation
X1889.ENSMUSG00000024505	chr18	49914401	49915199	799	*	33	1889	ENSMUSG00000024505	49914975	49915255	-	overlapEnd	455	56	NearestLocation
X1890.ENSMUSG00000024505	chr18	49935001	49936199	1199	*	34	1890	ENSMUSG00000024505	49914975	49915255	-	upstream	-20345	19746	NearestLocation
X1891.ENSMUSG00000052713	chr18	55059401	55060999	1599	*	52	1891	ENSMUSG00000052713	55149482	55149834	-	downstream	89634	88483	NearestLocation
X1892.ENSMUSG00000052713	chr18	55148801	55150999	2199	*	91	1892	ENSMUSG00000052713	55149482	55149834	-	includeFeature	-66	681	NearestLocation
X1893.ENSMUSG00000054008	chr18	60893401	60895599	2199	*	41	1893	ENSMUSG00000054008	60908155	60908304	-	downstream	13804	12556	NearestLocation
X1894.ENSMUSG00000024608	chr18	60934401	60935599	1199	*	50	1894	ENSMUSG00000024608	60934164	60934340	+	downstream	836	61	NearestLocation
X1895.ENSMUSG00000024610	chr18	60950201	60951999	1799	*	47	1895	ENSMUSG00000024610	60963502	60963664	+	upstream	-12402	11503	NearestLocation
X1896.ENSMUSG00000024575	chr18	61462001	61462399	399	*	21	1896	ENSMUSG00000024575	61380136	61380732	+	downstream	82064	81269	NearestLocation
X1897.ENSMUSG00000033032	chr18	62003201	62004599	1399	*	35	1897	ENSMUSG00000033032	61946230	61946265	-	upstream	-57635	56936	NearestLocation
X1898.ENSMUSG00000026322	chr18	62572201	62574799	2599	*	45	1898	ENSMUSG00000026322	62483858	62484022	+	downstream	89642	88179	NearestLocation
X1899.ENSMUSG00000042439	chr18	65741001	65743799	2799	*	104	1899	ENSMUSG00000042439	65739884	65740164	+	downstream	2516	837	NearestLocation
X1900.ENSMUSG00000079614	chr18	67932801	67936199	3399	*	67	1900	ENSMUSG00000079614	67934530	67934774	+	includeFeature	-30	1425	NearestLocation
X1901.ENSMUSG00000024544	chr18	68195801	68197399	1599	*	40	1901	ENSMUSG00000024544	68092911	68093042	+	downstream	103689	102759	NearestLocation
X1902.ENSMUSG00000038121	chr18	68306001	68307199	1199	*	29	1902	ENSMUSG00000038121	68459728	68459987	-	downstream	153387	152529	NearestLocation
X1903.ENSMUSG00000045569	chr18	68729401	68731199	1799	*	49	1903	ENSMUSG00000045569	68588866	68588905	-	upstream	-141395	140496	NearestLocation
X1904.ENSMUSG00000053477	chr18	69463001	69463999	999	*	38	1904	ENSMUSG00000053477	69503800	69504679	+	upstream	-40300	39801	NearestLocation
X1905.ENSMUSG00000038903	chr18	69921601	69922199	599	*	27	1905	ENSMUSG00000038903	70085120	70085274	+	upstream	-163220	162921	NearestLocation
X1906.ENSMUSG00000024513	chr18	70792801	70793799	999	*	38	1906	ENSMUSG00000024513	70740443	70740466	+	downstream	52857	52335	NearestLocation
X1907.ENSMUSG00000062328	chr18	75160201	75161399	1199	*	30	1907	ENSMUSG00000062328	75160131	75160197	+	downstream	669	4	NearestLocation
X1908.ENSMUSG00000039840	chr18	78137201	78138799	1599	*	40	1908	ENSMUSG00000039840	78135239	78135298	+	downstream	2761	1903	NearestLocation
X1909.ENSMUSG00000090451	chr18	78602001	78602999	999	*	28	1909	ENSMUSG00000090451	78546493	78547440	+	downstream	56007	54561	NearestLocation
X1910.ENSMUSG00000073526	chr18	80060601	80060799	199	*	19	1910	ENSMUSG00000073526	80209374	80209619	+	upstream	-148674	148575	NearestLocation
X1911.ENSMUSG00000024553	chr18	82024401	82024999	599	*	29	1911	ENSMUSG00000024553	82574880	82576169	-	downstream	551469	549881	NearestLocation
X1912.ENSMUSG00000024553	chr18	82390201	82391399	1199	*	87	1912	ENSMUSG00000024553	82574880	82576169	-	downstream	185369	183481	NearestLocation
X1913.ENSMUSG00000041607	chr18	82647801	82649199	1399	*	35	1913	ENSMUSG00000041607	82644762	82644786	+	downstream	3738	3015	NearestLocation
X1914.ENSMUSG00000024913	chr19	3687201	3688999	1799	*	41	1914	ENSMUSG00000024913	3686355	3686561	-	upstream	-1539	640	NearestLocation
X1915.ENSMUSG00000041845	chr19	4409401	4410199	799	*	29	1915	ENSMUSG00000041845	4439220	4439432	-	downstream	29632	29021	NearestLocation
X1916.ENSMUSG00000056481	chr19	5068801	5070199	1399	*	41	1916	ENSMUSG00000056481	5068078	5070637	+	inside	1422	438	NearestLocation
X1917.ENSMUSG00000024844	chr19	5365601	5367399	1799	*	40	1917	ENSMUSG00000024844	5366568	5366645	-	includeFeature	145	754	NearestLocation
X1917.ENSMUSG00000024841	chr19	5365601	5367399	1799	*	40	1917	ENSMUSG00000024841	5366813	5367210	+	includeFeature	-313	189	NearestLocation
X1918.ENSMUSG00000024926	chr19	5608201	5610799	2599	*	64	1918	ENSMUSG00000024926	5610018	5610050	-	includeFeature	550	749	NearestLocation
X1919.ENSMUSG00000024941	chr19	5800801	5802199	1399	*	62	1919	ENSMUSG00000024941	5771220	5771401	-	upstream	-30099	29400	NearestLocation
X1920.ENSMUSG00000024816	chr19	5844601	5845599	999	*	37	1920	ENSMUSG00000024816	5875091	5875274	-	downstream	30174	29492	NearestLocation
X1921.ENSMUSG00000024816	chr19	5846401	5847999	1599	*	45	1921	ENSMUSG00000024816	5875091	5875274	-	downstream	28074	27092	NearestLocation
X1922.ENSMUSG00000024816	chr19	5848601	5849399	799	*	35	1922	ENSMUSG00000024816	5875091	5875274	-	downstream	26274	25692	NearestLocation
X1923.ENSMUSG00000045664	chr19	5912401	5913999	1599	*	76	1923	ENSMUSG00000045664	5917561	5918995	-	downstream	5795	3562	NearestLocation
X1924.ENSMUSG00000024773	chr19	6238401	6241399	2999	*	94	1924	ENSMUSG00000024773	6241668	6241966	+	upstream	-1768	269	NearestLocation
X1925.ENSMUSG00000033768	chr19	6444001	6445799	1799	*	77	1925	ENSMUSG00000033768	6418731	6418972	+	downstream	26169	25029	NearestLocation
X1926.ENSMUSG00000061742	chr19	6514001	6514799	799	*	38	1926	ENSMUSG00000061742	6542351	6543019	-	downstream	28619	27552	NearestLocation
X1927.ENSMUSG00000061742	chr19	6515601	6516999	1399	*	42	1927	ENSMUSG00000061742	6542351	6543019	-	downstream	26719	25352	NearestLocation
X1928.ENSMUSG00000061742	chr19	6580401	6582799	2399	*	62	1928	ENSMUSG00000061742	6542351	6543019	-	upstream	-38581	37382	NearestLocation
X1929.ENSMUSG00000091558	chr19	7414001	7415599	1599	*	56	1929	ENSMUSG00000091558	7372148	7372509	+	downstream	42652	41492	NearestLocation
X1930.ENSMUSG00000053080	chr19	7494201	7495399	1199	*	47	1930	ENSMUSG00000053080	7492115	7492407	+	downstream	2685	1794	NearestLocation
X1931.ENSMUSG00000024758	chr19	7556601	7557599	999	*	32	1931	ENSMUSG00000024758	7557429	7557779	-	overlapEnd	679	170	NearestLocation
X1932.ENSMUSG00000010095	chr19	8787401	8788799	1399	*	39	1932	ENSMUSG00000010095	8797474	8797859	-	downstream	9759	8675	NearestLocation
X1933.ENSMUSG00000010095	chr19	8798001	8798399	399	*	23	1933	ENSMUSG00000010095	8797474	8797859	-	upstream	-341	142	NearestLocation
X1934.ENSMUSG00000071657	chr19	8913601	8914999	1399	*	41	1934	ENSMUSG00000071657	8913880	8914274	+	includeFeature	420	279	NearestLocation
X1934.ENSMUSG00000071658	chr19	8913601	8914999	1399	*	41	1934	ENSMUSG00000071658	8913481	8913736	-	overlapStart	-564	120	NearestLocation
X1935.ENSMUSG00000071646	chr19	9017401	9019999	2599	*	77	1935	ENSMUSG00000071646	9016365	9016872	+	downstream	2335	529	NearestLocation
X1936.ENSMUSG00000071644	chr19	9041601	9042399	799	*	31	1936	ENSMUSG00000071644	9041531	9041715	+	overlapEnd	469	70	NearestLocation
X1937.ENSMUSG00000024665	chr19	10175801	10176399	599	*	26	1937	ENSMUSG00000024665	10175713	10175993	-	overlapStart	-107	88	NearestLocation
