	seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1950.ENSMUSG00000005609	chr7	118198732	118199285	554	*	1950	ENSMUSG00000005609	118172465	118172695	+	downstream	26543	26037	NearestLocation
X1951.ENSMUSG00000043186	chr7	149268363	149268976	614	*	1951	ENSMUSG00000043186	149265407	149266592	-	upstream	-2078	1771	NearestLocation
X1952.ENSMUSG00000032942	chr7	107600004	107600534	531	*	1952	ENSMUSG00000032942	107621500	107621603	+	upstream	-21231	20966	NearestLocation
X1953.ENSMUSG00000031026	chr7	116618896	116619502	607	*	1953	ENSMUSG00000031026	116636821	116637252	-	downstream	18053	17319	NearestLocation
X1954.ENSMUSG00000053046	chr7	149184188	149185197	1010	*	1954	ENSMUSG00000053046	149135912	149136084	+	downstream	48780	48104	NearestLocation
X1955.ENSMUSG00000008140	chr7	51746146	51748426	2281	*	1955	ENSMUSG00000008140	51751626	51751899	-	downstream	4613	3200	NearestLocation
X1956.ENSMUSG00000070564	chr7	52941342	52942151	810	*	1956	ENSMUSG00000070564	52939784	52939868	+	downstream	1962	1474	NearestLocation
X1957.ENSMUSG00000025511	chr7	148681611	148682278	668	*	1957	ENSMUSG00000025511	148661139	148661396	+	downstream	20805	20215	NearestLocation
X1958.ENSMUSG00000037469	chr7	29401974	29402533	560	*	1958	ENSMUSG00000037469	29415863	29416086	-	downstream	13832	13330	NearestLocation
X1959.ENSMUSG00000078752	chr7	34894640	34895550	911	*	1959	ENSMUSG00000078752	34880450	34880593	+	downstream	14645	14047	NearestLocation
X1960.ENSMUSG00000038695	chr7	51726387	51727093	707	*	1960	ENSMUSG00000038695	51723455	51723560	+	downstream	3285	2827	NearestLocation
X1961.ENSMUSG00000001802	chr7	35986778	35987816	1039	*	1961	ENSMUSG00000001802	35999875	36000359	-	downstream	13062	12059	NearestLocation
X1962.ENSMUSG00000030541	chr7	87225817	87227491	1675	*	1962	ENSMUSG00000030541	87260048	87260218	-	downstream	33564	32557	NearestLocation
X1963.ENSMUSG00000008384	chr7	28274143	28275097	955	*	1963	ENSMUSG00000008384	28271929	28272097	+	downstream	2691	2046	NearestLocation
X1964.ENSMUSG00000040424	chr7	28300990	28301952	963	*	1964	ENSMUSG00000040424	28308280	28309000	+	upstream	-6809	6328	NearestLocation
X1965.ENSMUSG00000066620	chr7	31497969	31498451	483	*	1965	ENSMUSG00000066620	31494755	31495282	+	downstream	3455	2687	NearestLocation
X1966.ENSMUSG00000030745	chr7	132795184	132795620	437	*	1966	ENSMUSG00000030745	132746943	132747366	+	downstream	48459	47818	NearestLocation
X1967.ENSMUSG00000054065	chr7	148263737	148264495	759	*	1967	ENSMUSG00000054065	148265679	148266000	+	upstream	-1563	1184	NearestLocation
X1968.ENSMUSG00000038704	chr7	51716209	51717489	1281	*	1968	ENSMUSG00000038704	51720787	51720905	+	upstream	-3938	3298	NearestLocation
X1969.ENSMUSG00000046574	chr7	52304968	52305657	690	*	1969	ENSMUSG00000046574	52308166	52308251	-	downstream	2939	2509	NearestLocation
X1970.ENSMUSG00000030663	chr7	123280454	123281162	709	*	1970	ENSMUSG00000030663	123236880	123237039	+	downstream	43928	43415	NearestLocation
X1971.ENSMUSG00000038387	chr7	52283866	52284794	929	*	1971	ENSMUSG00000038387	52273348	52273538	+	downstream	10982	10328	NearestLocation
X1972.ENSMUSG00000032812	chr7	108521256	108522219	964	*	1972	ENSMUSG00000032812	108496581	108496713	+	downstream	25157	24543	NearestLocation
X1973.ENSMUSG00000030602	chr7	29399230	29399989	760	*	1973	ENSMUSG00000030602	29383054	29383204	-	upstream	-16406	16026	NearestLocation
X1974.ENSMUSG00000046865	chr7	28942659	28943217	559	*	1974	ENSMUSG00000046865	28954765	28954837	+	upstream	-11827	11548	NearestLocation
X1975.ENSMUSG00000054612	chr7	143694052	143694497	446	*	1975	ENSMUSG00000054612	144086294	144086370	+	upstream	-392020	391797	NearestLocation
X1976.ENSMUSG00000059479	chr7	26422849	26423507	659	*	1976	ENSMUSG00000059479	26412643	26412741	+	downstream	10535	10108	NearestLocation
X1977.ENSMUSG00000025468	chr7	147255776	147256712	937	*	1977	ENSMUSG00000025468	147268361	147268447	-	downstream	12203	11649	NearestLocation
X1978.ENSMUSG00000030600	chr7	29243567	29245278	1712	*	1978	ENSMUSG00000030600	29237257	29237355	+	downstream	7165	6212	NearestLocation
X1979.ENSMUSG00000056394	chr7	13854552	13855137	586	*	1979	ENSMUSG00000056394	13862632	13862878	+	upstream	-7788	7495	NearestLocation
X1980.ENSMUSG00000036882	chr7	31304927	31306178	1252	*	1980	ENSMUSG00000036882	31319945	31320079	-	downstream	14527	13767	NearestLocation
X1981.ENSMUSG00000085272	chr7	4919098	4919756	659	*	1981	ENSMUSG00000085272	4922533	4922563	-	downstream	3136	2777	NearestLocation
X1982.ENSMUSG00000009545	chr7	150376524	150377174	651	*	1982	ENSMUSG00000009545	150293159	150293646	+	downstream	83690	82878	NearestLocation
X1983.ENSMUSG00000048191	chr7	148809290	148809808	519	*	1983	ENSMUSG00000048191	148841147	148841218	-	downstream	31669	31339	NearestLocation
X1984.ENSMUSG00000064254	chr7	25356929	25357644	716	*	1984	ENSMUSG00000064254	25372562	25372826	+	upstream	-15276	14918	NearestLocation
X1985.ENSMUSG00000048583	chr7	149840622	149841288	667	*	1985	ENSMUSG00000048583	149843293	149843401	-	downstream	2446	2005	NearestLocation
X1986.ENSMUSG00000035632	chr7	3604584	3605188	605	*	1986	ENSMUSG00000035632	3603410	3603538	+	downstream	1476	1046	NearestLocation
X1987.ENSMUSG00000040488	chr7	28108981	28109476	496	*	1987	ENSMUSG00000040488	28122447	28122711	-	downstream	13483	12971	NearestLocation
X1988.ENSMUSG00000038502	chr7	52119737	52121172	1436	*	1988	ENSMUSG00000038502	52120283	52120310	-	includeFeature	-144	546	NearestLocation
X1989.ENSMUSG00000074364	chr7	16556946	16558300	1355	*	1989	ENSMUSG00000074364	16552769	16552916	-	upstream	-4707	4030	NearestLocation
X1990.ENSMUSG00000039990	chr7	140829460	140829917	458	*	1990	ENSMUSG00000039990	140848788	140848851	+	upstream	-19100	18871	NearestLocation
X1991.ENSMUSG00000035314	chr7	106545755	106546298	544	*	1991	ENSMUSG00000035314	106530059	106530718	+	downstream	15967	15037	NearestLocation
X1992.ENSMUSG00000038300	chr7	52436300	52436954	655	*	1992	ENSMUSG00000038300	52436552	52436791	+	includeFeature	75	163	NearestLocation
X1993.ENSMUSG00000058145	chr7	74174268	74174782	515	*	1993	ENSMUSG00000058145	73984621	73984797	+	downstream	189904	189471	NearestLocation
X1994.ENSMUSG00000037664	chr7	150491569	150492146	578	*	1994	ENSMUSG00000037664	150646758	150646955	-	downstream	155097	154612	NearestLocation
X1995.ENSMUSG00000062300	chr7	20341504	20342282	779	*	1995	ENSMUSG00000062300	20334564	20334922	-	upstream	-6971	6582	NearestLocation
X1996.ENSMUSG00000062028	chr7	25205413	25206155	743	*	1996	ENSMUSG00000062028	25220342	25220553	-	downstream	14769	14187	NearestLocation
X1997.ENSMUSG00000038194	chr7	52676381	52678428	2048	*	1997	ENSMUSG00000038194	52676190	52676337	+	downstream	1214	44	NearestLocation
X1998.ENSMUSG00000038888	chr7	50931699	50932803	1105	*	1998	ENSMUSG00000038888	50927386	50927445	+	downstream	4865	4254	NearestLocation
X1999.ENSMUSG00000032875	chr7	108041462	108042344	883	*	1999	ENSMUSG00000032875	108042957	108043100	-	downstream	1197	613	NearestLocation
X2000.ENSMUSG00000005611	chr7	118066790	118067560	771	*	2000	ENSMUSG00000005611	118069857	118069917	-	downstream	2742	2297	NearestLocation
X2001.ENSMUSG00000091658	chr7	20000426	20001184	759	*	2001	ENSMUSG00000091658	19996973	19997029	+	downstream	3832	3397	NearestLocation
X2002.ENSMUSG00000040488	chr7	28119284	28120114	831	*	2002	ENSMUSG00000040488	28122447	28122711	-	downstream	3012	2333	NearestLocation
X2003.ENSMUSG00000044737	chr7	50949264	50949693	430	*	2003	ENSMUSG00000044737	50945788	50945828	+	downstream	3690	3436	NearestLocation
X2004.ENSMUSG00000054381	chr7	134506799	134507665	867	*	2004	ENSMUSG00000054381	134519157	134519564	-	downstream	12332	11492	NearestLocation
X2005.ENSMUSG00000030400	chr7	19975190	19976289	1100	*	2005	ENSMUSG00000030400	19967359	19967408	+	downstream	8381	7782	NearestLocation
X2006.ENSMUSG00000066232	chr7	117146438	117147054	617	*	2006	ENSMUSG00000066232	117161939	117162022	+	upstream	-15193	14885	NearestLocation
X2007.ENSMUSG00000040189	chr7	53203392	53204059	668	*	2007	ENSMUSG00000040189	53179442	53179636	+	downstream	24284	23756	NearestLocation
X2008.ENSMUSG00000009545	chr7	150383720	150384420	701	*	2008	ENSMUSG00000009545	150293159	150293646	+	downstream	90911	90074	NearestLocation
X2009.ENSMUSG00000003271	chr7	53004696	53005363	668	*	2009	ENSMUSG00000003271	53014762	53014982	-	downstream	9952	9399	NearestLocation
X2010.ENSMUSG00000030507	chr7	56790996	56791738	743	*	2010	ENSMUSG00000030507	56891719	56892219	-	downstream	100852	99981	NearestLocation
X2011.ENSMUSG00000030730	chr7	133589721	133590472	752	*	2011	ENSMUSG00000030730	133606319	133606622	-	downstream	16526	15847	NearestLocation
X2012.ENSMUSG00000038644	chr7	51796433	51797933	1501	*	2012	ENSMUSG00000038644	51804125	51804208	-	downstream	7025	6192	NearestLocation
X2013.ENSMUSG00000005575	chr7	13629258	13630140	883	*	2013	ENSMUSG00000005575	13622970	13623622	-	upstream	-6077	5636	NearestLocation
X2014.ENSMUSG00000030996	chr7	109232344	109233231	888	*	2014	ENSMUSG00000030996	109250257	109250305	+	upstream	-17469	17026	NearestLocation
X2015.ENSMUSG00000007944	chr7	28442641	28443616	976	*	2015	ENSMUSG00000007944	28438934	28439366	+	downstream	4194	3275	NearestLocation
X2016.ENSMUSG00000001802	chr7	35988149	35989282	1134	*	2016	ENSMUSG00000001802	35999875	36000359	-	downstream	11643	10593	NearestLocation
X2017.ENSMUSG00000060621	chr7	20116332	20118351	2020	*	2017	ENSMUSG00000060621	20104080	20104170	+	downstream	13262	12162	NearestLocation
X2018.ENSMUSG00000044876	chr7	6135385	6135949	565	*	2018	ENSMUSG00000044876	6123828	6124001	+	downstream	11839	11384	NearestLocation
X2019.ENSMUSG00000003099	chr7	17626167	17626767	601	*	2019	ENSMUSG00000003099	17613042	17613265	-	upstream	-13202	12902	NearestLocation
X2020.ENSMUSG00000054499	chr7	25990369	25991842	1474	*	2020	ENSMUSG00000054499	26004783	26004878	-	downstream	13772	12941	NearestLocation
X2021.ENSMUSG00000003437	chr7	29192860	29193262	403	*	2021	ENSMUSG00000003437	29177970	29178273	+	downstream	15091	14587	NearestLocation
X2022.ENSMUSG00000037469	chr7	29437714	29438272	559	*	2022	ENSMUSG00000037469	29415863	29416086	-	upstream	-21907	21628	NearestLocation
X2023.ENSMUSG00000060402	chr7	35538086	35538904	819	*	2023	ENSMUSG00000060402	35533081	35533227	-	upstream	-5268	4859	NearestLocation
X2024.ENSMUSG00000063511	chr7	52631960	52632968	1009	*	2024	ENSMUSG00000063511	52636087	52636122	-	downstream	3658	3119	NearestLocation
X2025.ENSMUSG00000003865	chr7	52683490	52684363	874	*	2025	ENSMUSG00000003865	52690214	52690540	+	upstream	-6288	5851	NearestLocation
X2026.ENSMUSG00000009471	chr7	53572266	53572783	518	*	2026	ENSMUSG00000009471	53631844	53632669	+	upstream	-59320	59061	NearestLocation
X2027.ENSMUSG00000030549	chr7	86716884	86717703	820	*	2027	ENSMUSG00000030549	86762226	86762543	-	downstream	45249	44523	NearestLocation
X2028.ENSMUSG00000045639	chr7	134747444	134748111	668	*	2028	ENSMUSG00000045639	134757467	134757947	-	downstream	10169	9356	NearestLocation
X2029.ENSMUSG00000048200	chr7	148645197	148645912	716	*	2029	ENSMUSG00000048200	148646993	148647088	+	upstream	-1439	1081	NearestLocation
X2030.ENSMUSG00000040866	chr7	19627793	19628520	728	*	2030	ENSMUSG00000040866	19640039	19640722	+	upstream	-11883	11519	NearestLocation
X2031.ENSMUSG00000030433	chr7	4908667	4909294	628	*	2031	ENSMUSG00000030433	4915903	4915950	-	downstream	6970	6609	NearestLocation
X2032.ENSMUSG00000019194	chr7	31918958	31919571	614	*	2032	ENSMUSG00000019194	31911685	31911964	-	upstream	-7300	6994	NearestLocation
X2033.ENSMUSG00000030499	chr7	35424692	35425751	1060	*	2033	ENSMUSG00000030499	35439266	35439417	-	downstream	14195	13515	NearestLocation
X2034.ENSMUSG00000030421	chr7	38747407	38747787	381	*	2034	ENSMUSG00000030421	38804129	38804571	-	downstream	56974	56342	NearestLocation
X2035.ENSMUSG00000038738	chr7	51567350	51568141	792	*	2035	ENSMUSG00000038738	51565623	51565666	+	downstream	2123	1684	NearestLocation
X2036.ENSMUSG00000038387	chr7	52288978	52289719	742	*	2036	ENSMUSG00000038387	52273348	52273538	+	downstream	16000	15440	NearestLocation
X2037.ENSMUSG00000003423	chr7	52402407	52403036	630	*	2037	ENSMUSG00000003423	52409673	52409790	+	upstream	-6951	6637	NearestLocation
X2038.ENSMUSG00000049516	chr7	54284026	54284341	316	*	2038	ENSMUSG00000049516	54263445	54263781	-	upstream	-20403	20245	NearestLocation
X2039.ENSMUSG00000030541	chr7	87235215	87236166	952	*	2039	ENSMUSG00000030541	87260048	87260218	-	downstream	24528	23882	NearestLocation
X2040.ENSMUSG00000030970	chr7	140205595	140206304	710	*	2040	ENSMUSG00000030970	140206349	140207173	-	downstream	1223	45	NearestLocation
X2041.ENSMUSG00000025461	chr7	147410044	147410929	886	*	2041	ENSMUSG00000025461	147404166	147404527	+	downstream	6320	5517	NearestLocation
X2042.ENSMUSG00000037664	chr7	150646360	150646997	638	*	2042	ENSMUSG00000037664	150646758	150646955	-	includeFeature	277	42	NearestLocation
X2043.ENSMUSG00000030663	chr7	123307465	123308120	656	*	2043	ENSMUSG00000030663	123236880	123237039	+	downstream	70912	70426	NearestLocation
X2044.ENSMUSG00000030727	chr7	133572824	133573507	684	*	2044	ENSMUSG00000030727	133572896	133572920	+	includeFeature	270	72	NearestLocation
X2045.ENSMUSG00000059851	chr7	4696981	4699070	2090	*	2045	ENSMUSG00000059851	4693452	4693583	+	downstream	4574	3398	NearestLocation
X2046.ENSMUSG00000040940	chr7	25706839	25708485	1647	*	2046	ENSMUSG00000040940	25687931	25688147	+	downstream	19731	18692	NearestLocation
X2047.ENSMUSG00000060621	chr7	20108546	20110254	1709	*	2047	ENSMUSG00000060621	20104080	20104170	+	downstream	5320	4376	NearestLocation
X2048.ENSMUSG00000025504	chr7	148524485	148525521	1037	*	2048	ENSMUSG00000025504	148524779	148524957	+	includeFeature	224	294	NearestLocation
X2049.ENSMUSG00000030407	chr7	19720692	19722788	2097	*	2049	ENSMUSG00000030407	19734325	19734545	-	downstream	12805	11537	NearestLocation
X2050.ENSMUSG00000052214	chr7	19807555	19808718	1164	*	2050	ENSMUSG00000052214	19813683	19813933	+	upstream	-5547	4965	NearestLocation
X2051.ENSMUSG00000045039	chr7	26119311	26120235	925	*	2051	ENSMUSG00000045039	26102183	26102712	+	downstream	17590	16599	NearestLocation
X2052.ENSMUSG00000046364	chr7	116699874	116700817	944	*	2052	ENSMUSG00000046364	116662734	116662989	+	downstream	37612	36885	NearestLocation
X2053.ENSMUSG00000040525	chr7	20394676	20395251	576	*	2053	ENSMUSG00000040525	20381782	20382142	-	upstream	-12822	12534	NearestLocation
X2054.ENSMUSG00000061374	chr7	4959413	4960902	1490	*	2054	ENSMUSG00000061374	4966139	4966299	-	downstream	6141	5237	NearestLocation
X2055.ENSMUSG00000073838	chr7	133636624	133637428	805	*	2055	ENSMUSG00000073838	133630869	133631004	+	downstream	6157	5620	NearestLocation
X2056.ENSMUSG00000025498	chr7	148454737	148455569	833	*	2056	ENSMUSG00000025498	148452289	148452320	-	upstream	-2833	2417	NearestLocation
X2057.ENSMUSG00000030600	chr7	29251484	29252386	903	*	2057	ENSMUSG00000030600	29237257	29237355	+	downstream	14678	14129	NearestLocation
X2058.ENSMUSG00000030584	chr7	30155850	30156609	760	*	2058	ENSMUSG00000030584	30088970	30089131	+	downstream	67260	66719	NearestLocation
X2059.ENSMUSG00000029461	chr7	107870572	107871172	601	*	2059	ENSMUSG00000029461	107855165	107855407	+	downstream	15707	15165	NearestLocation
X2060.ENSMUSG00000069806	chr7	3336484	3337137	654	*	2060	ENSMUSG00000069806	3333055	3333136	+	downstream	3755	3348	NearestLocation
X2061.ENSMUSG00000045039	chr7	26110965	26111674	710	*	2061	ENSMUSG00000045039	26102183	26102712	+	downstream	9137	8253	NearestLocation
X2062.ENSMUSG00000062028	chr7	25216900	25218590	1691	*	2062	ENSMUSG00000062028	25220342	25220553	-	downstream	2808	1752	NearestLocation
X2063.ENSMUSG00000036957	chr7	31144735	31145859	1125	*	2063	ENSMUSG00000036957	31146952	31147791	-	downstream	2494	1093	NearestLocation
X2064.ENSMUSG00000015016	chr8	125309608	125310095	488	*	2064	ENSMUSG00000015016	125299405	125299490	+	downstream	10447	10118	NearestLocation
X2065.ENSMUSG00000007950	chr8	73985177	73985860	684	*	2065	ENSMUSG00000007950	73987365	73987556	-	downstream	2038	1505	NearestLocation
X2066.ENSMUSG00000089704	chr8	126847350	126847886	537	*	2066	ENSMUSG00000089704	126755291	126755549	+	downstream	92327	91801	NearestLocation
X2067.ENSMUSG00000041515	chr8	123407134	123407712	579	*	2067	ENSMUSG00000041515	123260258	123260309	+	downstream	147165	146825	NearestLocation
X2068.ENSMUSG00000031980	chr8	127087726	127088426	701	*	2068	ENSMUSG00000031980	127093576	127093606	-	downstream	5530	5150	NearestLocation
X2069.ENSMUSG00000031832	chr8	122122485	122123409	925	*	2069	ENSMUSG00000031832	122129035	122129122	-	downstream	6175	5626	NearestLocation
X2070.ENSMUSG00000042269	chr8	122794304	122794946	643	*	2070	ENSMUSG00000042269	122701214	122701366	-	upstream	-93259	92938	NearestLocation
X2071.ENSMUSG00000002910	chr8	73360545	73361596	1052	*	2071	ENSMUSG00000002910	73363027	73363619	-	downstream	2549	1431	NearestLocation
X2072.ENSMUSG00000031662	chr8	91115363	91116068	706	*	2072	ENSMUSG00000031662	91159885	91160027	-	downstream	44311	43817	NearestLocation
X2073.ENSMUSG00000036054	chr8	72745873	72746501	629	*	2073	ENSMUSG00000036054	72758125	72758551	+	upstream	-11938	11624	NearestLocation
X2074.ENSMUSG00000031953	chr8	114413735	114414922	1188	*	2074	ENSMUSG00000031953	114400403	114400575	-	upstream	-13753	13160	NearestLocation
X2075.ENSMUSG00000069633	chr8	3453988	3454545	558	*	2075	ENSMUSG00000069633	3467572	3467680	-	downstream	13414	13027	NearestLocation
X2076.ENSMUSG00000031487	chr8	28234519	28235105	587	*	2076	ENSMUSG00000031487	28238893	28239104	-	downstream	4292	3788	NearestLocation
X2077.ENSMUSG00000005481	chr8	86245191	86246024	834	*	2077	ENSMUSG00000005481	86239167	86239236	+	downstream	6441	5955	NearestLocation
X2078.ENSMUSG00000031916	chr8	109572518	109573065	548	*	2078	ENSMUSG00000031916	109580028	109580398	-	downstream	7606	6963	NearestLocation
X2079.ENSMUSG00000031629	chr8	47647702	47648334	633	*	2079	ENSMUSG00000031629	47637409	47637481	+	downstream	10609	10221	NearestLocation
X2080.ENSMUSG00000074203	chr8	87239827	87240362	536	*	2080	ENSMUSG00000074203	87246906	87247170	+	upstream	-6812	6544	NearestLocation
X2081.ENSMUSG00000000791	chr8	73338190	73338776	587	*	2081	ENSMUSG00000000791	73332348	73332517	+	downstream	6135	5673	NearestLocation
X2082.ENSMUSG00000031487	chr8	28231939	28232602	664	*	2082	ENSMUSG00000031487	28238893	28239104	-	downstream	6834	6291	NearestLocation
X2083.ENSMUSG00000000738	chr8	125580462	125581067	606	*	2083	ENSMUSG00000000738	125597694	125597890	+	upstream	-16930	16627	NearestLocation
X2084.ENSMUSG00000074219	chr8	86454781	86455380	600	*	2084	ENSMUSG00000074219	86479002	86479104	-	downstream	24024	23622	NearestLocation
X2085.ENSMUSG00000031781	chr8	97362262	97362816	555	*	2085	ENSMUSG00000031781	97362152	97362258	-	upstream	-281	4	NearestLocation
X2085.ENSMUSG00000031782	chr8	97362262	97362816	555	*	2085	ENSMUSG00000031782	97362221	97362397	+	overlapEnd	318	41	Overlapping
X2086.ENSMUSG00000031809	chr8	123991855	123993202	1348	*	2086	ENSMUSG00000031809	124065619	124065854	-	downstream	73326	72417	NearestLocation
X2087.ENSMUSG00000007610	chr8	74015884	74016565	682	*	2087	ENSMUSG00000007610	74012620	74012739	+	downstream	3604	3145	NearestLocation
X2088.ENSMUSG00000031849	chr8	72909265	72910145	881	*	2088	ENSMUSG00000031849	72897447	72897546	+	downstream	12258	11719	NearestLocation
X2089.ENSMUSG00000003033	chr8	74780470	74781055	586	*	2089	ENSMUSG00000003033	74764009	74764142	+	downstream	16753	16328	NearestLocation
X2090.ENSMUSG00000038515	chr8	13191885	13192266	382	*	2090	ENSMUSG00000038515	13200481	13200620	-	downstream	8544	8215	NearestLocation
